TASK,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
REC,91,2000,6,3,LOC,FOIL,stimuli/fractals/87b.jpg,0.315109047893943,0.136803727326466,192.0,LLP,stimuli/fractals/87b.jpg,-0.159864938396361,-0.223691291980057,stimuli/fractals/87b.jpg,stimuli/fractals/87c.jpg,stimuli/fractals/87a.jpg,-0.159864938396361,-0.223691291980057,-0.24988380315151,0.36453861694752,-0.363075678926835,-0.136180946418755,0.315109047893943,0.136803727326466
REC,92,1000,6,3,LOC,TARGET,stimuli/fractals/16a.jpg,-0.185537147865104,0.179421633785601,193.0,LLP,stimuli/fractals/16a.jpg,-0.185537147865104,0.179421633785601,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-0.185537147865104,0.179421633785601,-0.30173577664574,-0.29332325516836,0.0340384958547838,0.307714011644191,0.286991855628381,0.195389392795967
REC,93,3000,6,3,LOC,LURE,stimuli/fractals/1b.jpg,0.297793568005611,0.24117090531605,183.0,ERP,stimuli/fractals/1b.jpg,-0.0567737767216265,0.182336685534205,stimuli/fractals/1b.jpg,stimuli/fractals/1a.jpg,stimuli/fractals/1c.jpg,-0.0567737767216265,0.182336685534205,-0.306093641317609,-0.0468503208621035,0.297793568005611,0.24117090531605,0.356886000761425,-0.394032350651055
REC,94,1000,6,3,LOC,FOIL,stimuli/fractals/75b.jpg,0.302092561628599,0.170251390249862,195.0,LLP,stimuli/fractals/75b.jpg,-0.279080214697727,-0.147439580100528,stimuli/fractals/75b.jpg,stimuli/fractals/75c.jpg,stimuli/fractals/75a.jpg,-0.279080214697727,-0.147439580100528,-0.244570445848731,0.323472423483737,-0.00708013865556853,-0.132565729214047,0.302092561628599,0.170251390249862
REC,95,1000,6,3,LOC,FOIL,stimuli/fractals/128a.jpg,-0.122318618987268,0.342029921427834,199.0,LLP,stimuli/fractals/128a.jpg,0.217340804285966,-0.350332521118051,stimuli/fractals/128a.jpg,stimuli/fractals/128b.jpg,stimuli/fractals/128c.jpg,0.217340804285966,-0.350332521118051,0.357983176249107,0.189320191435275,-0.0100598610487589,-0.167697060898116,-0.122318618987268,0.342029921427834
REC,96,1000,6,3,LOC,LURE,stimuli/fractals/54c.jpg,0.344179479336684,-0.161505203908343,201.0,LLP,stimuli/fractals/54c.jpg,0.249737147707987,0.178092225877321,stimuli/fractals/54c.jpg,stimuli/fractals/54b.jpg,stimuli/fractals/54a.jpg,0.249737147707987,0.178092225877321,0.378206970970126,-0.237052179651953,0.344179479336684,-0.161505203908343,-0.273924727060801,0.408479385876359
REC,97,1000,6,3,LOC,FOIL,stimuli/fractals/56c.jpg,-0.322675753374071,-0.324431371245251,197.0,ERP,stimuli/fractals/56c.jpg,0.307461950077642,0.35781627574007,stimuli/fractals/56c.jpg,stimuli/fractals/56b.jpg,stimuli/fractals/56a.jpg,0.307461950077642,0.35781627574007,0.207154554657403,-0.107574014000926,0.16823935476363,0.0295332549638078,-0.322675753374071,-0.324431371245251
REC,98,1000,6,3,LOC,LURE,stimuli/fractals/95a.jpg,-0.146613717273276,-0.355194849410097,202.0,LLP,stimuli/fractals/95a.jpg,0.0180437471584977,0.0175945067376147,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,stimuli/fractals/95b.jpg,0.0180437471584977,0.0175945067376147,0.221850850810175,-0.375174320860499,-0.146613717273276,-0.355194849410097,-0.388904533809882,-0.396151112276244
REC,99,500,6,3,LOC,FOIL,stimuli/fractals/98c.jpg,-0.368410402435843,-0.147116774655966,208.0,LLP,stimuli/fractals/98c.jpg,0.197047601823506,-0.0427605308891693,stimuli/fractals/98c.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98a.jpg,0.197047601823506,-0.0427605308891693,0.172939900848204,0.398929452562648,-0.121173164043306,0.207554678186373,-0.368410402435843,-0.147116774655966
REC,100,1000,6,3,LOC,TARGET,stimuli/fractals/47a.jpg,-0.153556460488413,0.220882519280926,209.0,LLP,stimuli/fractals/47a.jpg,-0.153556460488413,0.220882519280926,stimuli/fractals/47a.jpg,stimuli/fractals/47c.jpg,stimuli/fractals/47b.jpg,-0.153556460488413,0.220882519280926,-0.172980187030009,-0.214204018402413,-0.116705092113125,-0.412359142157666,0.363235244401879,0.287015041586224
